question,triage
"Do I need to worry about difficulty speaking and weakness on one side of the body? I'm 88, boy, it started after intense abdominal cramps.",urgent
"vomiting and severe diarrhea in a small child with very high fever, happened to a 2 year old. Is this time critical?",urgent
"Do I need to worry about heavy bleeding from a deep cut in the leg? I'm 36, girl, it started since this morning.",urgent
"28 years old, man with very rapid irregular heartbeat and dizziness with blue lips. Really scared, advice please!",urgent
Observing intense abdominal pain after eating questionable food in 9 year old with mental confusion. Should we go to ER?,urgent
"I live with a 2 year old girl, now they are experiencing seizures with high fever after a heated argument. Do I need to act fast?",urgent
"I suddenly have vomiting blood and feeling faint and I am 43 years old . I'm really scared, what do I do?",urgent
"What should I do right now about difficulty speaking and weakness on one side of the body after intense abdominal cramps? Age 50, she.",urgent
"71 years old, with acute eye pain and sudden vision blurring in the middle of the night. Really scared, advice please!",urgent
"Worried! severe sudden back pain and weakness in legs started in my niece, aged 31, since this morning.",urgent
My sister (52 years old) just developed unable to speak and face drooping on one side in the middle of the night. Should we call an ambulance?,urgent
"ER or wait? uncontrolled bleeding after dental procedure after a cycling accident, age 62.",urgent
I have uncontrolled bleeding after dental procedure since after an episode of choking. I am 3 years old. Emergency?,urgent
"Do I need to worry about blood in stool with strong abdominal pain? I'm 60, she, it started after fainting at home.",urgent
My my teammate (20 years old) just developed mental confusion and agitation in elderly after returning from traveling abroad. Should we call an ambulance?,urgent
"Patient: 70 years, . Presents: loss of movement in both arms after electric shock after being stung by an insect. Admission needed?",urgent
"I suddenly have sudden severe chest pain and shortness of breath and I am 86 years old boy. I'm really scared, what do I do?",urgent
"ER or wait? acute eye pain and sudden vision blurring during a meal, age 17.",urgent
My husband (2 years old) just developed acute eye pain and sudden vision blurring as soon as I started running. Should we call an ambulance?,urgent
"Rushed my roommate (37, ) to hospital because of difficulty speaking and weakness on one side of the body. Was this the right thing?",urgent
"choking and cannot breathe following heavy exertion, happened to a 55 year old. Is this time critical?",urgent
"Do I need to worry about major burns with skin peeling off? I'm 40, , it started since this morning.",urgent
"Rushed my brother (33, woman) to hospital because of excruciating testicular pain and swelling. Was this the right thing?",urgent
"29 years old, man with blood in stool with strong abdominal pain after fainting at home. Really scared, advice please!",urgent
"Rushed my girlfriend (38, her) to hospital because of loss of consciousness after a head injury. Was this the right thing?",urgent
"Do I need to worry about loss of movement in both arms after electric shock? I'm 19, he, it started as soon as I started running.",urgent
Observing very rapid irregular heartbeat and dizziness in 83 year old after fainting at home. Should we go to ER?,urgent
"I'm 72, , feeling severe allergic reaction with tongue swelling when I tried to stand up. Is this urgent?",urgent
Can you help? I'm a 72 year old and I just had major burns with skin peeling off after eating unknown food.,urgent
"Rushed my wife (39, girl) to hospital because of uncontrolled bleeding after dental procedure. Was this the right thing?",urgent
Emergency? sudden vision loss in one eye started after a dental procedure in a 67 year old .,urgent
"1 years old, with sudden severe chest pain and shortness of breath as soon as I started running. Really scared, advice please!",urgent
"I suddenly have vomiting blood and feeling faint and I am 15 years old him. I'm really scared, what do I do?",urgent
"Is high fever and purple skin spots during the night dangerous? Happened to my my friend’s parent, 32 years old.",urgent
"Do I need to worry about heavy bleeding from a deep cut in the leg? I'm 83, , it started after intense abdominal cramps.",urgent
"ER or wait? acute eye pain and sudden vision blurring after fainting at home, age 67.",urgent
"26 years old, he with swallowing household product (poison ingestion) after being stung by an insect. Really scared, advice please!",urgent
Emergency? severe persistent headache and stiff neck started after intense abdominal cramps in a 51 year old .,urgent
"ER or wait? sudden vision loss in one eye with sweating and nausea, age 78.",urgent
"What should I do right now about severe dehydration after prolonged vomiting after a cycling accident? Age 62, she.",urgent
"breathing difficulty and wheezing after bee sting after a dental procedure, happened to a 5 year old. Is this time critical?",urgent
"Do I need to worry about heavy bleeding from a deep cut in the leg? I'm 77, , it started with mental confusion.",urgent
"Worried! excruciating testicular pain and swelling started in my stepson, aged 52, when I woke up.",urgent
How urgent is severe abdominal pain with vomiting after returning from traveling abroad for someone aged 62?,urgent
